Date,Open,High,Low,Close,Adj Close,Volume
2004-11-18,151.182495,154.320007,150.812500,153.875000,112.939964,7472128
2004-11-19,154.125000,154.625000,151.387497,152.137497,111.664673,6812760
2004-11-22,150.975006,153.250000,149.375000,152.807495,112.156441,4738272
2004-11-23,153.824997,155.250000,153.020004,154.445007,113.358345,4312792
2004-11-24,154.875000,155.625000,153.770004,154.237503,113.206001,3223304
2004-11-25,154.250000,155.500000,151.082504,152.107498,111.642662,6310872
2004-11-26,152.107498,152.107498,152.107498,152.107498,111.642662,0
2004-11-29,152.000000,155.962494,150.695007,155.487503,114.123520,5281488
2004-11-30,156.020004,160.750000,155.625000,159.332504,116.945595,10508144
2004-12-01,160.125000,160.125000,157.125000,157.695007,115.743698,8481864
2004-12-02,158.125000,159.625000,154.887497,155.324997,114.004234,9657704
2004-12-03,156.157501,156.987503,152.695007,154.595001,113.468445,9777216
2004-12-06,155.000000,156.250000,151.062500,151.820007,111.431610,11473872
2004-12-07,152.000000,154.112503,151.875000,152.282501,111.771126,7863224
2004-12-08,152.250000,153.324997,149.507507,150.100006,110.169212,7329408
2004-12-09,150.619995,152.125000,150.607498,151.432495,111.147217,3801224
2004-12-10,152.500000,154.437500,151.750000,153.207504,112.449997,6216808
2004-12-13,153.250000,155.207504,153.157501,154.520004,113.413376,4996232
2004-12-14,155.250000,155.587494,153.787506,154.145004,113.138161,3083504
2004-12-15,155.500000,156.845001,154.750000,155.687500,114.270264,5772672
2004-12-16,156.057495,158.125000,154.750000,157.832504,115.844643,4350464
2004-12-17,157.500000,159.350006,156.512497,157.062500,115.279434,5509752
2004-12-20,157.500000,158.562500,157.062500,157.820007,115.835487,2268424
2004-12-21,158.119995,159.625000,157.895004,159.087494,116.765808,3458512
2004-12-22,159.387497,159.387497,153.750000,155.020004,113.780411,6001712
2004-12-23,155.962494,155.962494,153.125000,153.482498,112.651863,3948912
2004-12-24,154.119995,159.000000,152.695007,158.494995,116.330910,6661856
2004-12-27,158.750000,160.625000,157.774994,158.820007,116.569397,4400504
2004-12-28,159.000000,164.250000,158.274994,163.669998,120.129257,9614448
2004-12-29,164.619995,167.112503,164.145004,165.032501,121.129219,6633224
2004-12-30,164.750000,166.000000,161.482498,162.082504,118.964073,5626792
2004-12-31,162.500000,167.350006,162.082504,166.932495,122.523796,4899312
2005-01-03,166.932495,169.587494,166.932495,169.157501,124.156837,4734168
2005-01-04,168.750000,169.250000,166.645004,167.657501,123.055923,4979104
2005-01-05,167.524994,167.524994,160.037506,165.625000,121.564117,9604320
2005-01-06,165.000000,168.250000,161.562500,165.057495,121.147621,8006888
2005-01-07,166.250000,168.125000,164.082504,167.494995,122.936676,7623136
2005-01-10,168.582504,169.925003,165.250000,165.932495,121.789909,7521568
2005-01-11,166.250000,166.912506,162.625000,164.220001,120.532883,7986376
2005-01-12,165.744995,170.994995,160.837494,162.257507,119.092461,20720032
2005-01-13,163.750000,167.337494,159.375000,161.612503,118.619080,27757952
2005-01-14,163.087494,164.737503,159.625000,162.050003,118.940170,15757776
2005-01-17,163.699997,163.699997,155.024994,157.907501,115.899681,13651184
2005-01-18,159.337494,160.500000,157.187500,157.982498,115.954735,6183264
2005-01-19,158.250000,159.212494,156.387497,156.925003,115.178596,3538488
2005-01-20,156.875000,156.875000,153.750000,155.462494,114.105133,4536200
2005-01-24,155.462494,155.919998,151.919998,152.582504,111.991318,3628192
2005-01-25,151.850006,154.987503,150.887497,154.432495,113.349106,4465928
2005-01-27,155.407501,156.725006,154.412506,155.070007,113.817032,5455344
2005-01-28,155.357498,161.850006,155.312500,161.149994,118.279610,8393816
2005-01-31,162.250000,163.975006,161.282501,162.550003,119.307152,5853384
2005-02-01,163.375000,165.000000,160.875000,164.407501,120.670517,8019840
2005-02-02,164.875000,165.432495,162.875000,163.619995,120.092529,4870456
2005-02-03,164.000000,164.345001,162.750000,163.887497,120.611343,3327616
2005-02-04,163.750000,165.250000,162.570007,163.307495,120.184540,2684040
2005-02-07,164.074997,166.337494,162.625000,164.220001,120.856033,5944216
2005-02-08,164.220001,165.375000,163.500000,164.500000,121.062126,3284432
2005-02-09,165.125000,167.949997,165.095001,166.600006,122.607597,5537936
2005-02-10,166.250000,167.937500,165.375000,166.582504,122.594734,4376648
2005-02-11,167.250000,173.375000,167.250000,172.720001,127.111526,10367096
2005-02-14,173.882507,177.250000,173.882507,176.207504,129.678162,8875264
2005-02-15,176.250000,176.875000,171.750000,172.669998,127.074837,3976720
2005-02-16,174.875000,174.875000,170.125000,171.020004,125.860435,3126832
2005-02-17,171.020004,173.250000,168.824997,172.732498,127.120689,4124976
2005-02-18,172.500000,174.000000,169.375000,171.875000,126.489716,2545144
2005-02-21,171.375000,171.975006,168.137497,170.695007,125.621300,1777152
2005-02-22,170.587494,171.244995,168.875000,170.432495,125.428055,2139040
2005-02-23,170.432495,172.762497,169.395004,171.869995,126.485985,5166816
2005-02-24,171.869995,174.487503,170.149994,170.994995,125.842110,10806440
2005-02-25,172.100006,172.375000,169.145004,170.507507,125.483284,5070896
2005-02-28,172.375000,173.125000,167.500000,172.612503,127.032478,6402408
2005-03-01,172.625000,180.000000,168.875000,169.682495,124.876160,4958152
2005-03-02,171.875000,171.875000,170.199997,171.000000,125.845726,2658112
2005-03-03,171.250000,174.375000,170.500000,173.695007,127.829079,2891160
2005-03-04,174.250000,175.437500,172.750000,174.032501,128.077454,4017872
2005-03-07,174.375000,176.000000,174.250000,175.024994,128.807892,3658032
2005-03-08,175.500000,177.612503,174.419998,176.744995,130.073761,5027680
2005-03-09,176.125000,178.312500,174.382507,175.937500,129.479385,5422088
2005-03-10,176.250000,176.250000,173.782501,174.945007,128.749054,2302280
2005-03-11,175.750000,179.362503,175.625000,178.432495,131.315598,5205744
2005-03-14,178.500000,182.500000,177.500000,181.482498,133.560196,6534032
2005-03-15,181.375000,182.750000,178.750000,180.332504,132.713959,4146480
2005-03-16,180.000000,183.449997,180.000000,181.507507,133.578659,5473416
2005-03-17,181.000000,184.212494,180.000000,182.619995,134.397354,6805328
2005-03-18,182.375000,184.062500,178.125000,183.587494,135.109344,6123464
2005-03-21,183.770004,184.375000,180.574997,182.057495,133.983368,4354120
2005-03-22,181.850006,182.137497,180.012497,180.445007,132.796692,2684432
2005-03-23,180.000000,181.000000,176.669998,177.657501,130.745255,3439416
2005-03-24,178.750000,179.750000,172.207504,173.044998,127.350761,5954576
2005-03-28,173.875000,176.107498,173.000000,174.050003,128.090393,3699728
2005-03-29,174.375000,174.750000,170.274994,171.362503,126.112480,3053400
2005-03-30,171.387497,175.000000,170.000000,173.820007,127.921066,4115256
2005-03-31,175.562500,180.637497,174.657501,179.007507,131.738785,6914640
2005-04-01,179.125000,182.125000,176.750000,181.369995,133.477478,5562672
2005-04-04,181.500000,182.100006,177.912506,178.470001,131.343201,5257360
2005-04-05,178.625000,180.312500,177.012497,178.182495,131.131638,3367832
2005-04-06,178.375000,181.000000,178.375000,180.169998,132.594315,1953408
2005-04-07,180.125000,181.250000,177.750000,178.149994,131.107666,2483216
2005-04-08,178.837494,179.362503,173.757507,174.195007,128.197144,4052280
2005-04-11,174.625000,175.000000,170.012497,170.449997,125.440979,2822992
2005-04-12,174.875000,174.875000,170.625000,172.750000,127.133636,4112696
2005-04-13,174.250000,175.875000,173.195007,175.199997,128.936661,4638600
2005-04-15,174.375000,174.375000,164.375000,164.875000,121.338097,9862480
2005-04-18,162.500000,168.587494,161.375000,164.832504,121.306862,6024304
2005-04-19,166.250000,168.612503,147.262497,151.087494,111.191353,27235152
2005-04-20,150.000000,150.000000,136.662506,139.524994,102.682007,47498256
2005-04-21,140.625000,143.500000,138.750000,142.800003,105.092194,13252336
2005-04-22,145.000000,146.457504,142.532501,145.845001,107.333138,12958672
2005-04-25,145.600006,145.987503,143.500000,144.619995,106.431641,6880584
2005-04-26,144.625000,145.475006,141.762497,142.087494,104.567848,5539000
2005-04-27,142.637497,142.637497,138.875000,139.457504,102.632347,6537368
2005-04-28,139.387497,141.250000,137.145004,139.350006,102.553238,8728872
2005-04-29,141.100006,143.087494,139.632507,141.387497,104.052757,11065704
2005-05-02,143.750000,147.250000,139.762497,141.112503,103.850334,5129600
2005-05-03,141.250000,141.875000,138.169998,138.574997,101.982880,5503048
2005-05-04,138.312500,140.562500,138.312500,140.107498,103.110664,4792144
2005-05-05,143.744995,143.750000,140.695007,142.107498,104.582573,6495064
2005-05-06,142.500000,146.462494,141.520004,145.937500,107.401253,8188664
2005-05-09,146.250000,147.782501,145.782501,146.907501,108.115097,4739040
2005-05-10,147.250000,147.250000,143.282501,144.062500,106.021370,7075952
2005-05-11,143.500000,144.074997,142.244995,143.637497,105.708611,3213288
2005-05-12,144.875000,145.212494,142.895004,143.345001,105.493309,3608944
2005-05-13,143.625000,143.875000,142.520004,143.574997,105.662575,2388752
2005-05-16,143.125000,144.862503,142.782501,144.287506,106.186920,5775200
2005-05-17,145.137497,145.587494,143.050003,143.820007,105.842896,4666576
2005-05-18,144.250000,144.250000,140.375000,142.837494,105.119827,4588224
2005-05-19,144.182495,146.500000,144.149994,145.312500,106.941284,3659448
2005-05-20,145.625000,146.837494,143.399994,146.207504,107.599968,3265616
2005-05-23,146.250000,154.362503,146.250000,152.975006,112.580444,10362016
2005-05-24,155.587494,155.587494,150.657501,154.357498,113.597847,6128856
2005-05-25,153.712494,158.675003,151.875000,157.570007,115.962097,7894472
2005-05-26,157.250000,162.000000,156.395004,161.257507,118.675842,9782096
2005-05-27,160.375000,162.375000,156.907501,158.649994,116.756866,7363480
2005-05-30,158.649994,166.632507,158.000000,164.887497,121.347260,17893184
2005-05-31,165.000000,167.862503,163.195007,166.782501,122.741905,10365568
2005-06-01,166.250000,166.250000,162.195007,163.062500,120.004295,7530088
2005-06-02,163.500000,163.625000,158.137497,158.570007,116.697983,11076624
2005-06-03,158.570007,162.087494,157.632507,161.645004,118.961006,6548528
2005-06-06,161.875000,162.712494,158.787506,160.050003,117.787163,5792512
2005-06-07,161.100006,161.100006,158.632507,159.707504,117.535095,3698192
2005-06-08,160.000000,162.000000,159.512497,161.512497,118.863487,4832512
2005-06-09,161.750000,162.375000,158.919998,159.662506,117.502007,3598336
2005-06-10,160.000000,162.500000,157.637497,158.270004,116.477234,6642624
2005-06-13,159.375000,160.375000,157.524994,158.957504,116.983177,2590032
2005-06-14,159.625000,159.987503,157.524994,158.257507,116.468018,3452384
2005-06-15,158.720001,159.737503,158.287506,159.020004,117.029175,2791072
2005-06-16,159.725006,160.987503,158.107498,159.712494,117.538780,4593552
2005-06-17,160.337494,160.807495,157.887497,158.457504,116.615204,3067992
2005-06-20,159.375000,162.744995,158.787506,161.987503,119.213089,6412672
2005-06-21,162.500000,164.050003,160.412506,163.137497,120.059433,10463544
2005-06-22,163.625000,167.375000,163.625000,166.669998,122.659111,11537376
2005-06-23,166.250000,167.220001,163.125000,163.425003,120.270958,3676944
2005-06-24,162.500000,167.287506,161.875000,165.720001,121.959930,6021320
2005-06-27,164.962494,166.625000,163.500000,164.557495,121.104462,3548128
2005-06-28,164.750000,166.000000,164.257507,165.445007,121.757614,5776112
2005-06-29,165.625000,169.744995,165.270004,166.570007,122.585518,6446640
2005-06-30,167.350006,170.625000,167.350006,169.762497,124.934990,7189000
2005-07-01,168.750000,169.587494,167.544998,169.050003,124.410637,4820568
2005-07-04,169.850006,171.487503,166.375000,169.882507,125.023308,3951648
2005-07-05,171.220001,171.220001,164.074997,165.024994,121.448494,5187376
2005-07-06,165.750000,166.574997,164.520004,165.387497,122.177971,3057216
2005-07-07,165.387497,167.500000,162.907501,163.707504,120.936874,3488888
2005-07-08,163.824997,166.175003,161.695007,163.887497,121.069878,6088000
2005-07-11,163.887497,166.250000,163.887497,165.757507,122.451294,3791264
2005-07-12,164.824997,165.125000,159.037506,160.737503,118.742821,6150600
2005-07-13,160.625000,162.500000,158.375000,158.845001,117.344795,6469840
2005-07-14,159.832504,160.962494,152.044998,153.125000,113.119217,8860408
2005-07-15,153.875000,157.737503,151.882507,156.057495,115.285568,9341720
2005-07-18,156.500000,184.875000,156.500000,165.274994,122.094818,14475608
2005-07-19,168.550003,169.750000,157.500000,164.895004,121.814133,4677744
2005-07-20,166.875000,166.875000,163.145004,163.532501,120.807663,3494304
2005-07-21,165.125000,165.125000,160.000000,161.287506,119.149178,4198984
2005-07-22,160.625000,162.232498,158.800003,161.744995,119.487152,5179296
2005-07-25,162.074997,162.794998,159.399994,160.544998,118.600685,5433024
2005-07-26,160.732498,161.500000,157.500000,158.157501,116.836922,5229680
2005-07-27,158.125000,161.000000,158.125000,160.562500,118.613594,2597408
2005-07-28,321.125000,321.125000,321.125000,321.125000,237.227188,0
2005-07-29,159.375000,161.250000,157.750000,158.600006,117.163834,8358552
2005-08-01,158.375000,159.375000,155.332504,156.524994,115.630951,5430792
2005-08-02,161.500000,162.250000,157.250000,161.287506,119.149178,4821520
2005-08-03,162.187500,163.425003,160.375000,162.595001,120.115067,7274320
2005-08-04,163.125000,164.975006,161.000000,161.907501,119.607193,6346936
2005-08-05,162.500000,163.500000,159.649994,160.675003,118.696655,3162848
2005-08-08,161.250000,161.250000,158.407501,160.382507,118.480560,4109360
2005-08-09,159.375000,160.875000,158.000000,160.550003,118.604378,4743752
2005-08-10,160.707504,164.582504,160.707504,164.132507,121.250893,6958080
2005-08-11,164.582504,166.125000,163.324997,164.107498,121.232414,3645312
2005-08-12,166.050003,166.050003,159.449997,160.357498,118.462128,3821832
2005-08-16,161.250000,161.250000,158.125000,158.632507,117.187866,3653408
2005-08-17,160.000000,162.750000,157.662506,162.395004,119.967331,5637488
2005-08-18,163.375000,165.625000,163.162506,164.212494,121.590797,7813656
2005-08-19,164.375000,166.500000,163.887497,165.669998,122.669914,4966272
2005-08-22,165.625000,168.550003,155.625000,164.732498,121.975769,4492016
2005-08-23,165.875000,166.332504,164.125000,164.507507,121.809196,4686416
2005-08-24,164.507507,164.750000,160.500000,161.962494,119.924751,4036760
2005-08-25,163.125000,166.250000,162.500000,165.457504,122.512619,6341224
2005-08-26,166.057495,171.250000,165.625000,170.595001,126.316666,8198664
2005-08-29,171.250000,172.250000,166.250000,169.419998,125.446640,4081336
2005-08-30,169.457504,173.875000,169.457504,173.044998,128.130753,5807592
2005-08-31,172.600006,176.919998,172.500000,175.607498,130.028152,7408896
2005-09-01,176.232498,179.250000,176.125000,178.032501,131.823715,7600184
2005-09-02,178.750000,180.000000,176.882507,178.399994,132.095795,4920864
2005-09-05,180.000000,183.362503,175.794998,176.282501,130.527969,7254784
2005-09-06,176.875000,177.487503,173.500000,174.807495,129.435776,5023440
2005-09-08,175.000000,176.875000,174.407501,175.762497,130.142914,2878192
2005-09-09,168.875000,176.750000,168.875000,173.994995,128.834183,3741776
2005-09-12,178.625000,204.750000,175.812500,178.774994,132.373474,6631072
2005-09-13,178.875000,178.875000,176.324997,177.800003,131.651566,2244984
2005-09-14,177.500000,178.375000,173.375000,175.020004,129.593109,3890080
2005-09-15,175.250000,181.845001,175.250000,181.237503,134.196869,11040736
2005-09-16,181.845001,184.712494,179.524994,182.199997,134.909592,5480184
2005-09-19,184.712494,185.000000,180.375000,181.770004,134.591141,2877448
2005-09-20,181.875000,185.000000,177.500000,183.807495,136.099823,6293424
2005-09-21,184.250000,184.500000,175.000000,181.707504,134.544846,6215320
2005-09-22,184.500000,185.875000,174.625000,175.182495,129.713409,6482408
2005-09-23,175.044998,178.725006,175.044998,176.557495,130.731583,3815824
2005-09-26,177.500000,184.125000,177.000000,183.237503,135.677795,2290048
2005-09-27,184.375000,185.125000,180.787506,182.787506,135.344574,6404008
2005-09-28,183.000000,184.362503,180.875000,183.687500,136.010941,5900064
2005-09-29,185.000000,186.800003,183.125000,184.107498,136.321930,8421888
2005-09-30,185.000000,186.475006,183.032501,185.294998,137.201157,4982976
2005-10-03,181.925003,188.112503,181.925003,187.237503,138.639557,4472520
2005-10-04,187.475006,187.750000,185.412506,186.220001,137.886215,6350472
2005-10-05,185.500000,186.125000,183.125000,183.750000,136.057266,6577720
2005-10-06,183.132507,183.132507,177.145004,178.082504,131.860703,8233792
2005-10-07,178.125000,181.750000,176.899994,180.600006,133.724838,6206624
2005-10-10,181.225006,184.375000,180.412506,181.062500,134.067245,5371728
2005-10-11,182.500000,184.350006,177.750000,183.470001,135.849915,11565120
2005-10-13,183.750000,185.625000,178.794998,180.162506,133.400909,13605792
2005-10-14,181.250000,181.500000,176.875000,178.007507,131.805191,5226192
2005-10-17,178.750000,180.250000,177.987503,179.270004,132.740036,4388816
2005-10-18,180.250000,183.100006,178.887497,180.119995,133.649048,10941600
2005-10-19,182.494995,182.500000,171.520004,175.199997,129.998306,10058832
2005-10-20,176.887497,179.375000,173.882507,177.044998,131.367340,6352952
2005-10-21,178.625000,179.600006,176.125000,178.532501,132.471054,5923416
2005-10-24,179.024994,180.500000,175.132507,175.937500,130.545593,3149632
2005-10-25,177.294998,181.375000,176.062500,180.000000,133.559937,5420312
2005-10-26,180.000000,180.625000,177.387497,177.782501,131.914642,4142808
2005-10-27,177.875000,178.612503,173.750000,175.162506,129.970581,6771944
2005-10-28,176.125000,176.125000,169.375000,170.270004,126.340317,4501496
2005-10-31,170.625000,176.000000,170.044998,175.157501,129.966782,2851968
2005-11-02,175.162506,179.500000,173.550003,178.625000,132.539703,2852888
2005-11-04,178.625000,178.625000,178.625000,178.625000,132.539703,0
2005-11-07,176.000000,183.462494,176.000000,183.095001,135.856430,4188480
2005-11-08,184.250000,185.532501,183.800003,184.625000,136.991669,5782184
2005-11-09,184.625000,185.382507,181.282501,182.100006,135.118149,5000792
2005-11-10,182.125000,184.612503,182.125000,183.720001,136.320160,3095696
2005-11-11,183.125000,186.000000,183.125000,185.332504,137.516647,5919888
2005-11-14,186.250000,189.332504,186.250000,188.787506,140.080261,8040360
2005-11-16,188.907501,189.625000,187.782501,188.962494,140.210083,6742576
2005-11-17,187.500000,189.750000,186.557495,188.457504,139.835480,4878464
2005-11-18,189.000000,191.375000,189.000000,190.869995,141.625504,8707720
2005-11-21,191.175003,192.337494,188.250000,189.832504,140.855667,6597336
2005-11-22,189.250000,190.600006,186.000000,187.482498,139.111954,4751000
2005-11-23,187.500000,190.250000,187.375000,189.582504,140.670105,6054776
2005-11-24,189.500000,191.649994,189.500000,190.532501,141.375076,4544088
2005-11-25,190.532501,192.500000,188.794998,191.712494,142.250641,3344264
2005-11-28,192.350006,193.750000,192.000000,193.457504,143.545441,2535248
2005-11-29,193.100006,193.750000,190.070007,193.169998,143.332138,3303424
2005-11-30,191.500000,194.062500,189.375000,190.137497,141.082016,4023376
2005-12-01,190.000000,194.332504,189.845001,193.762497,143.771683,4161968
2005-12-02,194.332504,196.800003,192.632507,193.750000,143.762451,4784360
2005-12-05,194.000000,194.262497,190.782501,191.419998,142.033600,1913080
2005-12-06,191.875000,196.250000,190.787506,194.250000,144.133423,3233064
2005-12-07,195.250000,200.000000,195.037506,199.445007,147.988174,5618952
2005-12-08,199.375000,203.087494,199.032501,202.070007,149.935883,9585192
2005-12-09,202.250000,211.824997,201.412506,210.337494,156.070313,6194224
2005-12-12,206.294998,213.125000,205.250000,206.274994,153.056015,6191488
2005-12-13,206.500000,209.750000,205.625000,208.449997,154.669876,6027072
2005-12-14,207.500000,212.500000,205.000000,210.487503,156.181656,4819208
2005-12-15,211.237503,212.312500,208.550003,210.350006,156.079651,4249016
2005-12-16,211.250000,215.750000,210.375000,214.300003,159.010529,7907432
2005-12-19,215.750000,219.125000,214.625000,216.820007,160.880386,4701168
2005-12-20,218.750000,218.750000,210.875000,211.687500,157.072052,4628568
2005-12-21,213.125000,214.324997,208.875000,210.762497,156.385727,3282432
2005-12-22,211.250000,212.462494,209.869995,210.587494,156.255875,2519208
2005-12-23,210.875000,213.125000,208.125000,208.970001,155.055664,2455032
2005-12-26,209.250000,209.250000,207.032501,207.862503,154.233932,1625280
2005-12-27,207.845001,212.875000,205.375000,212.270004,157.504272,1565208
2005-12-28,211.875000,213.750000,209.582504,210.707504,156.344925,2582056
2005-12-29,211.250000,214.987503,210.207504,213.757507,158.608078,3461784
2005-12-30,210.000000,214.987503,210.000000,212.857498,157.940155,2380248
2006-01-02,213.500000,213.862503,210.169998,210.949997,156.524857,1653504
2006-01-03,210.657501,217.494995,210.250000,216.649994,160.754211,3396936
2006-01-04,217.500000,218.737503,215.274994,217.887497,161.672409,3545616
2006-01-05,218.125000,218.250000,215.237503,216.544998,160.676331,1431824
2006-01-06,216.875000,217.487503,211.500000,213.199997,158.194305,2965744
2006-01-09,213.770004,216.250000,210.125000,211.119995,156.650970,3883272
2006-01-10,211.250000,212.475006,207.625000,209.062500,155.124283,3972648
2006-01-12,206.625000,211.125000,201.875000,209.212494,155.235672,13919696
2006-01-13,210.000000,211.250000,205.500000,206.470001,153.200653,3608568
2006-01-16,206.375000,206.375000,200.320007,201.095001,149.212479,4804912
2006-01-17,201.375000,205.000000,201.250000,202.925003,150.570221,3753056
2006-01-18,202.274994,202.975006,200.262497,202.445007,150.492325,3165120
2006-01-19,202.975006,206.837494,202.975006,206.294998,153.354233,3574728
2006-01-20,206.875000,208.732498,204.375000,205.500000,152.763199,3294240
2006-01-23,204.375000,204.375000,201.412506,202.770004,150.733856,2280272
2006-01-24,204.375000,206.125000,203.800003,205.324997,152.633118,1890064
2006-01-25,206.125000,207.494995,205.437500,206.399994,153.432312,6365736
2006-01-27,210.000000,210.000000,206.324997,207.395004,154.171951,3003816
2006-01-30,208.175003,209.949997,206.512497,207.362503,154.147766,1383144
2006-01-31,209.949997,209.949997,206.544998,208.800003,155.216339,1503160
2006-02-01,207.000000,209.750000,206.300003,208.332504,154.868866,3896696
2006-02-02,208.750000,209.500000,203.707504,204.600006,152.094284,3135736
2006-02-03,204.987503,205.975006,201.550003,203.850006,151.536636,4357520
2006-02-06,203.737503,210.375000,203.294998,209.882507,156.021088,2894976
2006-02-07,210.000000,211.687500,205.532501,209.262497,155.560211,7002784
2006-02-08,208.250000,209.012497,206.544998,207.812500,154.482315,3332648
2006-02-10,208.770004,209.750000,205.632507,208.699997,155.141998,2728200
2006-02-13,208.699997,208.750000,206.000000,206.375000,153.413666,2020544
2006-02-14,208.750000,208.750000,201.750000,202.320007,150.399399,6962064
2006-02-15,205.987503,205.987503,200.625000,202.419998,150.473648,4209320
2006-02-16,203.125000,204.975006,201.500000,203.645004,151.384308,5284488
2006-02-17,206.250000,207.050003,202.500000,203.125000,150.997772,2923448
2006-02-20,204.875000,206.875000,203.425003,206.232498,153.307831,2643608
2006-02-21,206.875000,208.875000,206.387497,208.250000,154.807465,2301240
2006-02-22,208.750000,208.750000,206.412506,207.732498,154.422821,1156592
2006-02-23,207.500000,211.237503,207.500000,208.820007,155.231277,4141584
2006-02-24,208.782501,210.000000,207.037506,208.757507,155.184891,1097336
2006-02-27,208.375000,211.875000,208.300003,211.294998,157.071136,2521112
2006-02-28,211.875000,213.000000,208.750000,212.600006,158.041199,2821744
2006-03-01,212.500000,218.175003,210.907501,217.524994,161.702316,4506152
2006-03-02,218.175003,219.250000,215.044998,217.725006,161.851044,3277696
2006-03-03,217.750000,217.750000,212.169998,213.220001,158.502060,2124440
2006-03-06,214.500000,219.125000,213.750000,218.037506,162.083252,3631584
2006-03-07,217.520004,218.750000,215.000000,215.587494,160.262039,1985168
2006-03-08,216.500000,217.500000,213.125000,215.320007,160.063187,3813488
2006-03-09,215.000000,216.000000,211.250000,215.607498,160.276855,4662712
2006-03-10,211.500000,221.875000,211.250000,220.457504,163.882278,6434944
